Policy_ID,Customer_ID,Policy_Type,Premium,Coverage,Start_Date,End_Date,Policy_Status
P002243,C04658,Life,49844.58,2421764,2024-06-07,2025-06-07,Expired
P002244,C04239,Vehicle,8222.98,811088,2021-11-30,2022-11-30,Active
P002245,C03461,Health,26630.23,1487126,2024-12-06,2025-12-06,Active
P002246,C07382,Health,18283.88,882063,2026-02-28,2027-02-28,Active
P002247,C05550,Vehicle,26469.96,988159,2024-08-10,2025-08-10,Active
P002248,C07076,Health,14264.66,1410080,2026-01-07,2027-01-07,Expired
P002249,C05839,Health,10096.39,732082,2024-10-28,2025-10-28,Active
P002250,C08092,Vehicle,18137.37,647302,2023-05-20,2024-05-20,Active
P002251,C05475,Life,263949.61,9041235,2026-03-11,2027-03-11,Expired
P002252,C03615,Health,32042.4,1525649,2025-10-01,2026-10-01,Active
P002253,C07502,Health,29559.2,1181338,2026-03-06,2027-03-06,Active
P002254,C07054,Life,95013.14,7523795,2023-06-04,2024-06-04,Expired
P002255,C07368,Health,10023.24,764500,2023-12-11,2024-12-11,Active
P002256,C08020,Life,54849.51,4967894,2025-05-11,2026-05-11,Expired
P002257,C09639,Life,21203.69,1134702,2025-05-29,2026-05-29,Active
P002258,C09056,Health,20930.6,1399577,2019-11-05,2020-11-05,Active
P002259,C00665,Life,81009.69,5185358,2024-12-21,2025-12-21,Active
P002260,C02320,Life,120130.1,5149917,2024-12-06,2025-12-06,Active
P002261,C03543,Life,65561.88,2729141,2026-05-25,2027-05-25,Active
P002262,C03678,Health,39282.11,1739828,2024-02-29,2025-02-28,Active
P002263,C09600,Health,14444.92,1341551,2023-03-22,2024-03-22,Expired
P002264,C03092,Vehicle,7733.97,747011,2023-01-22,2024-01-22,Active
P002265,C00676,Health,23547.21,1297657,2023-06-12,2024-06-12,Active
P002266,C08677,Life,70484.4,4882711,2026-08-05,2027-08-05,Active
P002267,C04885,Health,31928.61,1395636,2025-03-03,2026-03-03,Active
P002268,C08080,Life,164702.35,5706947,2022-08-06,2023-08-06,Active
P002269,C01963,Life,24513.92,1797863,2025-10-24,2026-10-24,Active
P002270,C01841,Life,91079.26,6396217,2025-01-25,2026-01-25,Active
P002271,C07169,Health,13243.31,711312,2026-01-17,2027-01-17,Active
P002272,C09899,Life,106308.98,6608323,2026-02-24,2027-02-24,Active
P002273,C03539,Health,42106.75,1657141,2022-10-27,2023-10-27,Active
P002274,C08027,Vehicle,16877.5,678939,2023-07-04,2024-07-04,Active
P002275,C04867,Vehicle,12648.71,549825,2026-06-20,2027-06-20,Active
P002276,C04175,Health,9117.63,723064,2022-01-10,2023-01-10,Active
P002277,C08089,Life,58135.86,4194945,2026-04-09,2027-04-09,Active
P002278,C04378,Life,108245.37,6752873,2021-04-23,2022-04-23,Active
P002279,C06212,Health,39527.32,1618951,2026-04-08,2027-04-08,Active
P002280,C04767,Life,145745.71,5236674,2025-11-26,2026-11-26,Active
P002281,C00412,Health,49420.56,1675130,2020-06-15,2021-06-15,Expired
P002282,C00614,Health,21057.38,746266,2026-06-08,2027-06-08,Active
P002283,C06127,Life,244068.33,9453526,2023-06-20,2024-06-20,Active
P002284,C05211,Vehicle,6873.12,435197,2025-01-04,2026-01-04,Expired
P002285,C01431,Life,103993.62,4190874,2025-07-30,2026-07-30,Active
P002286,C02426,Life,282973.69,9614893,2022-04-28,2023-04-28,Active
P002287,C08842,Vehicle,14934.69,702810,2025-10-02,2026-10-02,Active
P002288,C03834,Life,61177.67,4471618,2026-06-02,2027-06-02,Active
P002289,C04719,Health,19958.87,1961131,2026-07-29,2027-07-29,Expired
P002290,C07186,Health,37599.36,1556582,2025-07-29,2026-07-29,Active
P002291,C01418,Life,74804.51,4696630,2026-07-14,2027-07-14,Active
P002292,C07200,Life,51908.61,4756912,2026-07-11,2027-07-11,Active
P002293,C00605,Health,23380.47,810670,2022-02-17,2023-02-17,Active
P002294,C01273,Life,42597.41,1864361,2025-10-09,2026-10-09,Active
P002295,C03965,Health,19978.27,1621126,2020-07-06,2021-07-06,Active
P002296,C06368,Vehicle,11330.14,687040,2022-04-10,2023-04-10,Expired
P002297,C08747,Health,25754.79,1053728,2020-10-17,2021-10-17,Active
P002298,C00248,Vehicle,19023.35,640404,2023-06-28,2024-06-28,Active
P002299,C09227,Life,100181.51,6964017,2025-11-10,2026-11-10,Expired
P002300,C01983,Health,11054.33,532796,2026-07-19,2027-07-19,Expired
P002301,C02836,Vehicle,11056.58,911593,2026-07-20,2027-07-20,Active
P002302,C05376,Vehicle,14928.55,985584,2025-08-21,2026-08-21,Active
P002303,C00200,Life,117430.47,4458774,2024-10-11,2025-10-11,Active
P002304,C00486,Life,100113.5,7634775,2025-11-24,2026-11-24,Active
P002305,C06084,Health,16507.81,1273094,2025-09-06,2026-09-06,Active
P002306,C08957,Vehicle,10709.8,781705,2025-09-11,2026-09-11,Expired
P002307,C00456,Life,266429.83,9229532,2025-07-08,2026-07-08,Active
P002308,C09799,Life,82249.97,6203625,2023-07-24,2024-07-24,Active
P002309,C08827,Health,24414.41,1774695,2026-04-06,2027-04-06,Active
P002310,C06516,Life,243329.82,8634038,2021-11-02,2022-11-02,Expired
P002311,C01722,Life,125391.87,9837877,2025-02-25,2026-02-25,Active
P002312,C07051,Health,12450.87,709148,2025-05-09,2026-05-09,Active
P002313,C06383,Health,53128.3,1851576,2025-04-21,2026-04-21,Active
P002314,C08166,Vehicle,7463.03,580658,2023-08-26,2024-08-26,Active
P002315,C05768,Life,33747.96,1157641,2025-12-24,2026-12-24,Active
P002316,C05810,Health,32726.5,1209655,2024-09-03,2025-09-03,Active
P002317,C04627,Health,46795.01,1680384,2024-12-05,2025-12-05,Expired
P002318,C00863,Vehicle,10500.63,802171,2025-03-30,2026-03-30,Active
P002319,C02095,Life,31948.63,3064864,2024-02-22,2025-02-22,Active
P002320,C00948,Life,55043.55,2720773,2025-06-19,2026-06-19,Expired
P002321,C05642,Life,49919.92,4763343,2023-09-03,2024-09-03,Active
P002322,C01445,Life,84383.77,5812480,2024-12-12,2025-12-12,Expired
P002323,C01281,Life,57245.98,2885904,2026-06-23,2027-06-23,Expired
P002324,C03111,Health,18706.58,1091007,2025-12-27,2026-12-27,Active
P002325,C08953,Health,18919.88,677847,2022-11-16,2023-11-16,Active
P002326,C07610,Life,165298.92,9899988,2026-06-05,2027-06-05,Active
P002327,C05136,Life,136307.21,6059400,2026-04-27,2027-04-27,Active
P002328,C03017,Vehicle,16549.01,584261,2022-04-27,2023-04-27,Active
P002329,C02303,Vehicle,9797.34,380079,2022-04-01,2023-04-01,Expired
P002330,C02005,Health,24252.59,1875425,2025-06-22,2026-06-22,Active
P002331,C04581,Vehicle,21078.36,801672,2025-10-16,2026-10-16,Active
P002332,C08705,Life,73131.81,5672054,2024-03-25,2025-03-25,Active
P002333,C01006,Health,22294.7,1307440,2026-01-11,2027-01-11,Active
P002334,C05139,Health,30145.98,1368104,2025-02-22,2026-02-22,Active
P002335,C04318,Vehicle,28026.09,985720,2026-07-26,2027-07-26,Active
P002336,C06559,Health,33697.49,1629834,2022-12-09,2023-12-09,Active
P002337,C04388,Health,15251.34,1306621,2026-01-08,2027-01-08,Active
P002338,C02133,Vehicle,12752.5,529988,2023-12-16,2024-12-16,Active
P002339,C04266,Life,22212.06,1287807,2024-01-26,2025-01-26,Active
P002340,C02058,Health,8181.18,731014,2026-07-08,2027-07-08,Active
P002341,C05387,Vehicle,7090.58,446118,2022-06-03,2023-06-03,Active
P002342,C00230,Vehicle,11011.7,741531,2026-03-03,2027-03-03,Expired
P002343,C02890,Life,40884.74,3311922,2020-08-28,2021-08-28,Active
P002344,C04473,Life,34496.82,1442027,2025-12-30,2026-12-30,Active
P002345,C06065,Health,16797.47,722318,2022-06-08,2023-06-08,Active
P002346,C07925,Vehicle,4939.8,465856,2023-02-28,2024-02-28,Active
P002347,C07650,Life,23501.62,2292941,2023-11-22,2024-11-22,Expired
P002348,C08382,Vehicle,9528.62,491285,2023-02-05,2024-02-05,Active
P002349,C00210,Vehicle,11914.95,614056,2020-12-04,2021-12-04,Active
P002350,C02759,Life,19222.61,1221617,2025-02-16,2026-02-16,Active
P002351,C08472,Health,12529.23,567358,2024-05-28,2025-05-28,Active
P002352,C02949,Health,35483.7,1331291,2026-07-24,2027-07-24,Active
P002353,C07117,Health,40270.77,1662149,2024-12-30,2025-12-30,Active
P002354,C06331,Life,148373.01,6134397,2024-08-17,2025-08-17,Active
P002355,C01729,Health,14154.0,692804,2026-04-27,2027-04-27,Expired
P002356,C04177,Health,17005.2,944311,2026-06-17,2027-06-17,Active
P002357,C00338,Vehicle,19592.29,886462,2024-04-15,2025-04-15,Active
P002358,C04985,Vehicle,13020.91,800607,2025-09-10,2026-09-10,Active
P002359,C06879,Health,9381.28,845661,2026-07-14,2027-07-14,Active
P002360,C07249,Vehicle,7094.33,583031,2025-01-11,2026-01-11,Active
P002361,C08453,Vehicle,6883.3,651767,2022-08-12,2023-08-12,Active
P002362,C01227,Life,29841.46,2095873,2025-10-16,2026-10-16,Active
P002363,C07609,Vehicle,10450.93,496863,2021-10-08,2022-10-08,Active
P002364,C06828,Health,12455.32,1064486,2025-08-17,2026-08-17,Active
P002365,C03541,Health,16529.93,1514616,2023-05-30,2024-05-30,Active
P002366,C05869,Health,15331.93,517781,2025-04-25,2026-04-25,Active
P002367,C02112,Vehicle,11458.83,824514,2024-01-20,2025-01-20,Active
P002368,C02692,Health,18559.78,771616,2026-05-01,2027-05-01,Active
P002369,C07154,Life,113573.23,9448643,2026-05-23,2027-05-23,Expired
P002370,C03708,Health,44880.18,1731396,2023-09-04,2024-09-04,Active
P002371,C01018,Health,9140.89,578450,2023-11-04,2024-11-04,Active
P002372,C08512,Life,74534.23,2565160,2025-12-22,2026-12-22,Active
P002373,C02808,Health,44532.68,1929124,2026-03-03,2027-03-03,Active
P002374,C05016,Health,31545.43,1551973,2024-01-23,2025-01-23,Active
P002375,C01929,Life,127492.9,6727998,2025-05-24,2026-05-24,Active
P002376,C00351,Health,49018.01,1807512,2021-10-31,2022-10-31,Active
P002377,C05174,Health,34299.77,1932089,2026-03-11,2027-03-11,Active
P002378,C04193,Health,19166.55,657282,2021-02-16,2022-02-16,Active
P002379,C01935,Vehicle,10493.58,402137,2022-10-04,2023-10-04,Active
P002380,C06902,Health,45058.24,1647427,2025-10-05,2026-10-05,Active
P002381,C04824,Vehicle,9780.86,823147,2026-03-11,2027-03-11,Active
P002382,C00565,Health,9529.57,838632,2023-12-31,2024-12-31,Active
P002383,C01583,Vehicle,5088.31,374589,2026-07-01,2027-07-01,Active
P002384,C04695,Life,264352.93,8940001,2026-03-10,2027-03-10,Active
P002385,C02176,Life,96650.37,3356313,2026-03-18,2027-03-18,Expired
P002386,C07029,Life,192925.46,7098050,2025-12-28,2026-12-28,Active
P002387,C04881,Health,24244.69,1927289,2025-01-23,2026-01-23,Active
P002388,C02229,Health,20230.34,1157762,2025-02-24,2026-02-24,Active
P002389,C01116,Life,149022.17,5409512,2020-07-07,2021-07-07,Expired
P002390,C03127,Life,48581.48,1957285,2025-04-01,2026-04-01,Active
P002391,C03545,Vehicle,4036.4,308328,2022-10-27,2023-10-27,Active
P002392,C05049,Health,30497.42,1695657,2023-08-29,2024-08-29,Active
P002393,C07477,Health,34360.59,1469468,2025-06-09,2026-06-09,Active
P002394,C00822,Life,279402.3,9977752,2026-07-28,2027-07-28,Active
P002395,C06533,Health,20616.17,727222,2025-12-06,2026-12-06,Expired
P002396,C02273,Vehicle,9180.36,509160,2025-09-15,2026-09-15,Active
P002397,C05546,Health,34864.62,1767454,2021-01-27,2022-01-27,Active
P002398,C00082,Life,108256.05,5670358,2023-07-23,2024-07-23,Active
P002399,C01324,Health,18361.22,805164,2024-06-04,2025-06-04,Active
P002400,C09406,Health,44866.05,1760550,2026-05-27,2027-05-27,Active
P002401,C01615,Vehicle,22208.04,751002,2026-04-08,2027-04-08,Active
P002402,C00832,Vehicle,9414.8,324057,2023-09-27,2024-09-27,Active
P002403,C03884,Health,24787.82,1833132,2025-08-14,2026-08-14,Active
P002404,C08642,Health,10719.36,671356,2025-05-15,2026-05-15,Active
P002405,C04465,Health,22859.05,1600539,2025-05-31,2026-05-31,Expired
P002406,C05340,Vehicle,4222.35,356352,2025-07-06,2026-07-06,Expired
P002407,C08067,Health,14920.82,1122654,2026-03-26,2027-03-26,Active
P002408,C01650,Life,185926.31,8977556,2026-06-21,2027-06-21,Active
P002409,C04066,Health,24204.92,1416002,2026-05-23,2027-05-23,Active
P002410,C09666,Vehicle,6586.4,310413,2024-03-18,2025-03-18,Expired
P002411,C03039,Life,56446.67,3426274,2025-08-05,2026-08-05,Expired
P002412,C03321,Vehicle,6498.19,631890,2025-04-29,2026-04-29,Expired
P002413,C07144,Vehicle,22475.66,823706,2024-11-28,2025-11-28,Active
P002414,C06890,Health,20630.06,1352254,2022-06-26,2023-06-26,Active
P002415,C05093,Vehicle,9796.3,431824,2020-04-19,2021-04-19,Active
P002416,C03721,Life,23170.31,1612133,2024-07-04,2025-07-04,Expired
P002417,C02424,Life,83379.11,3786712,2023-01-08,2024-01-08,Active
P002418,C00750,Life,123835.97,4207115,2025-01-10,2026-01-10,Active
P002419,C05272,Health,13038.29,1262932,2025-09-23,2026-09-23,Expired
P002420,C02374,Vehicle,10333.41,430804,2025-05-27,2026-05-27,Active
P002421,C04694,Life,134320.18,7885148,2026-03-28,2027-03-28,Expired
P002422,C09880,Life,81386.14,6634235,2019-12-20,2020-12-20,Active
P002423,C08371,Life,83542.48,3967808,2021-04-14,2022-04-14,Active
P002424,C07320,Life,155545.72,5781975,2024-04-28,2025-04-28,Active
P002425,C04369,Life,138291.57,5752118,2026-03-15,2027-03-15,Expired
P002426,C06786,Health,21177.03,708090,2025-06-22,2026-06-22,Expired
P002427,C07402,Health,19235.45,1862361,2026-07-03,2027-07-03,Expired
P002428,C01140,Vehicle,27235.18,954128,2021-05-31,2022-05-31,Active
P002429,C07632,Vehicle,23752.93,909467,2021-12-13,2022-12-13,Active
P002430,C02232,Vehicle,7549.2,522162,2022-03-23,2023-03-23,Active
P002431,C02165,Health,24688.66,910119,2025-12-08,2026-12-08,Expired
P002432,C05218,Life,160379.65,8783741,2024-08-24,2025-08-24,Expired
P002433,C09445,Health,13503.01,1330070,2024-04-02,2025-04-02,Active
P002434,C09238,Health,16806.97,1094761,2023-10-16,2024-10-16,Active
P002435,C04562,Life,186737.58,7957788,2026-05-24,2027-05-24,Active
P002436,C01571,Health,5861.81,568523,2026-01-18,2027-01-18,Active
P002437,C00173,Health,41933.37,1588344,2026-07-01,2027-07-01,Active
P002438,C07164,Health,50755.12,1699964,2023-06-13,2024-06-13,Active
P002439,C02088,Vehicle,11207.75,502019,2022-04-03,2023-04-03,Active
P002440,C04668,Vehicle,16833.91,905923,2025-06-14,2026-06-14,Expired
P002441,C04566,Health,15611.51,864311,2025-10-29,2026-10-29,Active
P002442,C07090,Health,11804.23,984378,2023-02-12,2024-02-12,Expired
P002443,C06570,Health,39291.43,1824227,2026-01-17,2027-01-17,Active
P002444,C04784,Health,27970.21,1045742,2024-05-03,2025-05-03,Active
P002445,C02685,Health,8253.13,695568,2026-07-28,2027-07-28,Active
P002446,C01833,Life,37662.26,3567729,2024-06-23,2025-06-23,Active
P002447,C08547,Health,14259.08,665197,2026-06-09,2027-06-09,Active
P002448,C05066,Life,195398.28,8611927,2022-12-01,2023-12-01,Active
P002449,C09131,Life,75236.42,4720435,2026-03-07,2027-03-07,Active
P002450,C09356,Vehicle,17695.87,696473,2026-05-08,2027-05-08,Active
P002451,C04413,Life,76937.54,3412052,2026-07-18,2027-07-18,Active
P002452,C07208,Life,33419.0,2735086,2023-07-01,2024-07-01,Expired
P002453,C09891,Health,12479.5,797450,2026-01-17,2027-01-17,Expired
P002454,C00835,Vehicle,22004.85,818253,2025-07-16,2026-07-16,Expired
P002455,C06822,Life,53297.79,2688991,2024-01-10,2025-01-10,Active
P002456,C03782,Health,20887.31,1812151,2025-03-13,2026-03-13,Active
P002457,C09013,Life,141945.22,6261082,2025-12-27,2026-12-27,Active
P002458,C07500,Life,61342.08,6012276,2026-04-03,2027-04-03,Active
P002459,C03425,Life,18857.54,1527651,2025-02-12,2026-02-12,Active
P002460,C00066,Life,14275.57,1084130,2026-06-16,2027-06-16,Active
P002461,C02964,Health,20007.88,904425,2024-03-26,2025-03-26,Active
P002462,C05670,Vehicle,6586.38,459746,2024-05-08,2025-05-08,Active
P002463,C08963,Vehicle,5477.15,330930,2025-10-07,2026-10-07,Active
P002464,C00355,Health,11751.17,765458,2024-05-31,2025-05-31,Active
P002465,C08172,Health,29742.27,1230969,2022-06-11,2023-06-11,Active
P002466,C04031,Health,28826.42,1539771,2025-05-31,2026-05-31,Expired
P002467,C08535,Vehicle,7567.31,562241,2025-08-08,2026-08-08,Active
P002468,C03652,Health,31853.39,1089473,2021-07-22,2022-07-22,Active
P002469,C06740,Health,28117.24,1732242,2026-03-15,2027-03-15,Active
P002470,C03298,Vehicle,15150.77,811528,2026-03-13,2027-03-13,Active
P002471,C04128,Health,28153.28,1069741,2024-09-07,2025-09-07,Active
P002472,C08044,Vehicle,10498.15,750167,2024-06-11,2025-06-11,Active
P002473,C04768,Health,12053.17,634776,2025-06-25,2026-06-25,Expired
P002474,C00473,Health,22404.98,1030712,2019-12-20,2020-12-20,Active
P002475,C03762,Vehicle,28323.97,976434,2026-07-06,2027-07-06,Active
P002476,C08618,Health,10068.54,740438,2025-12-12,2026-12-12,Active
P002477,C03567,Vehicle,10063.61,675122,2025-09-16,2026-09-16,Active
P002478,C02761,Health,20578.94,804170,2024-08-15,2025-08-15,Active
P002479,C00869,Life,28786.82,1182888,2023-12-30,2024-12-30,Active
P002480,C09383,Life,178896.61,6394902,2025-03-30,2026-03-30,Active
P002481,C08689,Health,25098.05,1762070,2026-07-04,2027-07-04,Active
P002482,C04053,Vehicle,27115.64,937433,2026-06-24,2027-06-24,Expired
P002483,C06131,Life,190933.05,8075793,2025-11-06,2026-11-06,Active
P002484,C03245,Vehicle,7079.64,507775,2023-06-15,2024-06-15,Expired
P002485,C04843,Vehicle,10829.05,587745,2026-03-30,2027-03-30,Active
P002486,C09331,Vehicle,14027.07,642753,2025-09-11,2026-09-11,Active
P002487,C05641,Vehicle,7289.78,318702,2021-12-22,2022-12-22,Expired
P002488,C05781,Vehicle,12302.02,784202,2025-09-18,2026-09-18,Expired
P002489,C08541,Life,282191.44,9950091,2024-12-15,2025-12-15,Active
P002490,C01076,Vehicle,7232.05,372827,2022-01-14,2023-01-14,Expired
P002491,C02958,Vehicle,9538.08,615619,2025-08-28,2026-08-28,Active
P002492,C06753,Vehicle,22521.91,883480,2024-06-03,2025-06-03,Active
P002493,C08658,Vehicle,14667.15,612941,2022-03-31,2023-03-31,Active
P002494,C07273,Health,20270.26,754621,2021-10-17,2022-10-17,Expired
P002495,C04760,Health,10625.71,969792,2025-12-26,2026-12-26,Active
P002496,C04863,Vehicle,17386.08,638542,2026-05-15,2027-05-15,Active
P002497,C07026,Health,9463.14,684584,2025-10-23,2026-10-23,Expired
P002498,C07648,Health,48480.6,1627341,2025-12-18,2026-12-18,Expired
P002499,C07162,Health,28900.42,1044604,2025-06-08,2026-06-08,Active
P002500,C00074,Life,70214.26,6105140,2025-05-29,2026-05-29,Active
P002501,C04902,Life,113452.7,7367900,2025-03-27,2026-03-27,Active
P002502,C04376,Health,18177.29,1466144,2026-05-30,2027-05-30,Active
P002503,C06699,Health,47879.32,1725010,2026-06-21,2027-06-21,Expired
P002504,C09806,Life,198499.99,8495720,2021-11-04,2022-11-04,Active
P002505,C01102,Life,209453.0,9018281,2026-01-17,2027-01-17,Expired
P002506,C09538,Health,21953.59,1512308,2026-04-25,2027-04-25,Active
P002507,C07656,Health,11492.29,673632,2026-06-30,2027-06-30,Expired
P002508,C05236,Health,45881.27,1857138,2023-03-23,2024-03-23,Active
P002509,C05166,Life,104188.44,9298107,2026-06-25,2027-06-25,Active
P002510,C00119,Vehicle,9682.63,703764,2022-02-19,2023-02-19,Active
P002511,C02023,Health,43863.8,1738416,2026-06-11,2027-06-11,Active
P002512,C09886,Health,27891.14,1153945,2026-01-27,2027-01-27,Active
P002513,C02639,Health,20408.26,721586,2025-10-22,2026-10-22,Active
P002514,C02035,Health,39635.57,1448818,2022-10-31,2023-10-31,Active
P002515,C02565,Health,10169.17,894167,2023-11-04,2024-11-04,Active
P002516,C08666,Life,35113.59,2712355,2024-07-10,2025-07-10,Expired
P002517,C03544,Life,52030.41,5035968,2024-01-27,2025-01-27,Active
P002518,C01220,Health,34827.47,1498748,2025-11-07,2026-11-07,Active
P002519,C09715,Health,19321.76,1654071,2023-11-26,2024-11-26,Active
P002520,C06712,Health,28915.3,1553169,2025-11-15,2026-11-15,Active
P002521,C02904,Life,86131.54,7203890,2025-10-08,2026-10-08,Active
P002522,C03027,Health,19239.0,1386232,2026-07-08,2027-07-08,Active
P002523,C02511,Health,22210.92,1078658,2025-10-04,2026-10-04,Active
P002524,C04202,Vehicle,8077.01,352294,2025-02-19,2026-02-19,Expired
P002525,C03208,Health,17059.81,611437,2026-01-07,2027-01-07,Active
P002526,C04490,Health,19424.89,1615961,2025-01-01,2026-01-01,Active
P002527,C02756,Health,24053.37,1348422,2021-01-25,2022-01-25,Active
P002528,C08890,Life,109484.25,5500772,2025-08-19,2026-08-19,Active
P002529,C00178,Health,28929.95,1835674,2026-03-04,2027-03-04,Active
P002530,C01644,Health,9558.77,697640,2026-03-06,2027-03-06,Expired
P002531,C09293,Vehicle,16775.99,620155,2023-07-13,2024-07-13,Active
P002532,C03519,Vehicle,4970.88,372828,2023-12-09,2024-12-09,Active
P002533,C01375,Life,28303.17,1213654,2026-05-09,2027-05-09,Active
P002534,C01721,Health,29097.46,1053296,2026-01-28,2027-01-28,Active
P002535,C03996,Health,11386.69,520413,2026-07-05,2027-07-05,Expired
P002536,C03689,Health,41857.18,1524054,2025-12-27,2026-12-27,Active
P002537,C02265,Life,27573.24,1291769,2026-02-20,2027-02-20,Expired
P002538,C00088,Vehicle,17069.22,850784,2023-02-08,2024-02-08,Active
P002539,C02849,Health,11420.51,709699,2025-10-27,2026-10-27,Active
P002540,C08688,Vehicle,19898.27,667820,2026-07-02,2027-07-02,Active
P002541,C00404,Life,136368.11,7111760,2023-08-20,2024-08-20,Expired
P002542,C09901,Health,33390.18,1199901,2026-05-27,2027-05-27,Active
P002543,C04078,Vehicle,18204.3,924682,2021-07-28,2022-07-28,Active
P002544,C06836,Life,17464.1,1347746,2022-01-23,2023-01-23,Active
P002545,C06538,Health,13664.12,797026,2024-11-24,2025-11-24,Active
P002546,C02457,Life,141396.77,8226291,2025-09-03,2026-09-03,Active
P002547,C02752,Health,29430.76,1292258,2024-02-26,2025-02-26,Expired
P002548,C02215,Health,40198.96,1923549,2024-08-10,2025-08-10,Expired
P002549,C01028,Health,21666.01,1605003,2026-03-28,2027-03-28,Expired
P002550,C09704,Life,116841.0,6556541,2024-07-21,2025-07-21,Active
P002551,C01422,Vehicle,8623.15,624348,2026-03-24,2027-03-24,Active
P002552,C02437,Health,22230.09,1784227,2026-05-04,2027-05-04,Active
P002553,C04278,Life,107565.05,6821657,2020-03-31,2021-03-31,Expired
P002554,C09610,Life,67032.48,3468450,2023-07-20,2024-07-20,Active
P002555,C01279,Health,38266.46,1808193,2022-04-24,2023-04-24,Active
P002556,C06221,Life,54177.23,2084084,2021-04-16,2022-04-16,Active
P002557,C04908,Life,152382.52,5748242,2025-04-01,2026-04-01,Active
P002558,C05065,Vehicle,5681.24,305337,2026-02-17,2027-02-17,Active
P002559,C01979,Vehicle,7188.97,563647,2025-11-12,2026-11-12,Expired
P002560,C01062,Life,219595.15,9422048,2024-11-27,2025-11-27,Active
P002561,C05015,Health,16508.26,680362,2024-04-17,2025-04-17,Active
P002562,C04536,Health,30518.17,1406076,2025-10-29,2026-10-29,Active
P002563,C06994,Health,42768.09,1492325,2025-05-14,2026-05-14,Active
P002564,C09254,Life,138016.3,7480045,2024-01-30,2025-01-30,Expired
P002565,C01503,Health,29764.51,1047903,2025-09-26,2026-09-26,Active
P002566,C08569,Vehicle,17848.57,756986,2026-05-26,2027-05-26,Active
P002567,C09315,Vehicle,7638.16,509197,2025-06-24,2026-06-24,Active
P002568,C08837,Life,71641.87,6116985,2023-07-12,2024-07-12,Active
P002569,C08921,Health,22478.69,1644689,2024-06-29,2025-06-29,Active
P002570,C04919,Health,8958.61,701415,2026-03-14,2027-03-14,Active
P002571,C00679,Health,46973.42,1936891,2024-02-14,2025-02-14,Active
P002572,C05077,Health,40390.42,1381864,2021-05-26,2022-05-26,Active
P002573,C08065,Vehicle,9552.55,327705,2023-09-21,2024-09-21,Active
P002574,C07569,Life,156281.07,6073262,2024-12-20,2025-12-20,Active
P002575,C00103,Health,37601.52,1802100,2025-11-03,2026-11-03,Active
P002576,C00958,Life,94988.64,7587730,2026-06-26,2027-06-26,Active
P002577,C08557,Health,30464.77,1586342,2021-02-24,2022-02-24,Active
P002578,C03786,Life,46608.09,2795982,2025-09-08,2026-09-08,Active
P002579,C09631,Vehicle,19165.09,804855,2025-12-26,2026-12-26,Expired
P002580,C07174,Health,40541.46,1726031,2026-07-04,2027-07-04,Active
P002581,C04044,Vehicle,10468.03,515025,2024-05-10,2025-05-10,Active
P002582,C02649,Vehicle,6411.0,443028,2026-01-05,2027-01-05,Active
P002583,C06001,Health,25521.14,1131016,2020-10-18,2021-10-18,Active
P002584,C07928,Health,34092.5,1517024,2023-05-08,2024-05-08,Active
P002585,C02827,Vehicle,10164.92,460455,2025-11-29,2026-11-29,Active
P002586,C04095,Life,53449.14,4427478,2025-12-17,2026-12-17,Active
P002587,C07775,Health,14662.42,1319386,2024-12-28,2025-12-28,Active
P002588,C09259,Life,107938.59,4087744,2026-01-15,2027-01-15,Expired
P002589,C08114,Life,227477.81,8367376,2021-06-12,2022-06-12,Active
P002590,C04773,Vehicle,10089.92,967101,2026-04-11,2027-04-11,Active
P002591,C01948,Health,13479.18,1004746,2026-02-17,2027-02-17,Active
P002592,C06110,Vehicle,15673.5,799288,2022-11-22,2023-11-22,Active
P002593,C02300,Life,160814.53,9270565,2023-10-26,2024-10-26,Active
P002594,C07845,Vehicle,7953.65,412549,2026-08-04,2027-08-04,Expired
P002595,C04383,Health,20948.21,1094379,2024-09-23,2025-09-23,Active
P002596,C05426,Health,12123.02,1134937,2026-07-08,2027-07-08,Active
P002597,C06772,Life,91782.11,8457126,2026-07-13,2027-07-13,Expired
P002598,C08579,Health,40954.92,1481272,2025-09-14,2026-09-14,Active
P002599,C04292,Health,14273.08,832009,2022-11-18,2023-11-18,Expired
P002600,C00529,Health,34546.45,1231558,2026-02-09,2027-02-09,Active
P002601,C01234,Life,90799.1,3927571,2021-08-15,2022-08-15,Active
P002602,C00780,Health,23249.09,1211544,2025-08-06,2026-08-06,Expired
P002603,C05860,Health,30203.93,1880857,2026-06-04,2027-06-04,Active
P002604,C03060,Health,36456.48,1852944,2026-01-22,2027-01-22,Expired
P002605,C08588,Health,18901.1,878272,2025-05-06,2026-05-06,Expired
P002606,C01861,Health,24324.3,1601914,2025-09-30,2026-09-30,Active
P002607,C08439,Vehicle,15417.25,908934,2021-06-09,2022-06-09,Active
P002608,C07404,Vehicle,3676.06,347111,2023-09-19,2024-09-19,Active
P002609,C04640,Life,55610.16,2782083,2026-07-13,2027-07-13,Active
P002610,C04251,Life,144711.12,4884505,2023-11-24,2024-11-24,Expired
P002611,C01993,Vehicle,6636.88,548111,2026-03-15,2027-03-15,Expired
P002612,C07380,Health,32788.82,1305481,2026-06-29,2027-06-29,Active
P002613,C07306,Life,63935.03,5202421,2026-06-21,2027-06-21,Expired
