Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,EMI,Remaining_Balance,Loan_Status,Start_Date,End_Date
L001910,C06692,Personal,1475838,14.82,19237.68,1232112.69,Active,2024-10-21,2044-10-21
L001911,C08609,Auto,1468356,10.43,19755.75,300707.9,Active,2024-09-25,2034-09-25
L001912,C01477,Personal,881687,16.22,21544.11,436862.12,Active,2026-07-05,2031-07-05
L001913,C03370,Personal,586781,13.85,7232.91,264067.3,Active,2026-02-01,2046-02-01
L001914,C03160,Personal,1421025,17.82,35945.69,1072337.76,Active,2025-11-21,2030-11-21
L001915,C00743,Auto,1544469,9.5,19985.05,483960.48,Active,2024-12-20,2034-12-20
L001916,C09788,Auto,1274881,8.74,11258.13,869445.29,Active,2026-01-11,2046-01-11
L001917,C01087,Personal,415856,10.77,4227.52,0.0,Closed,2023-02-28,2043-02-28
L001918,C01505,Home,5010199,9.77,47588.52,3411387.77,Active,2025-11-30,2045-11-30
L001919,C06796,Personal,774943,13.96,9614.07,231663.76,Active,2024-06-05,2044-06-05
L001920,C06694,Auto,641560,12.18,7144.8,408686.4,Active,2024-12-08,2044-12-08
L001921,C08920,Personal,439933,14.4,10327.93,261179.04,Active,2026-06-30,2031-06-30
L001922,C07837,Auto,463837,12.04,5120.19,156680.64,Active,2026-05-25,2046-05-25
L001923,C09072,Personal,1247320,13.64,28790.68,742360.48,Active,2025-03-29,2030-03-29
L001924,C02806,Home,2637107,9.07,26857.22,2067064.75,Active,2026-01-10,2041-01-10
L001925,C06745,Home,4930300,9.91,52710.13,3570190.2,Active,2021-09-29,2036-09-29
L001926,C09791,Personal,792431,17.45,13999.05,316531.02,Active,2024-08-12,2034-08-12
L001927,C02559,Personal,766240,13.62,11722.69,156836.13,Active,2022-04-16,2032-04-16
L001928,C02516,Home,3074327,8.1,62483.5,2054497.13,Active,2025-03-09,2030-03-09
L001929,C03541,Personal,1082922,14.96,25739.91,550764.1,Active,2020-05-24,2025-05-24
L001930,C06215,Home,1737053,10.28,18965.13,455008.0,Active,2025-06-13,2040-06-13
L001931,C02092,Home,2782409,8.6,24322.78,0.0,Closed,2025-02-14,2045-02-14
L001932,C01435,Auto,1149716,8.81,14446.16,860552.05,Active,2026-05-06,2036-05-06
L001933,C06045,Home,2682080,7.81,22117.89,964515.99,Active,2023-03-18,2043-03-18
L001934,C07394,Personal,681409,17.75,10385.35,611994.17,Active,2023-06-22,2043-06-22
L001935,C07913,Personal,553914,11.19,7689.86,314166.28,Active,2025-04-03,2035-04-03
L001936,C08445,Home,1826264,10.19,38973.67,611681.43,Active,2026-06-04,2031-06-04
L001937,C05510,Personal,1089203,12.95,24754.85,680454.89,Active,2022-03-03,2027-03-03
L001938,C03425,Home,9460419,8.56,93493.51,2665000.73,Active,2025-08-17,2040-08-17
L001939,C08216,Home,1587092,10.34,17386.6,495310.35,Active,2025-10-03,2040-10-03
L001940,C09787,Auto,2355601,11.28,27189.31,1200099.66,Active,2025-11-15,2040-11-15
L001941,C05519,Home,7341499,8.03,70286.39,0.0,Closed,2022-04-17,2037-04-17
L001942,C09044,Personal,825596,15.96,13809.24,236610.54,Active,2024-08-16,2034-08-16
L001943,C04586,Home,3102090,8.65,38710.79,0.0,Closed,2025-08-27,2035-08-27
L001944,C06927,Auto,1121396,10.27,14987.5,765606.78,Active,2026-04-28,2036-04-28
L001945,C07973,Education,1747142,10.75,37769.63,1531422.84,Active,2022-07-28,2027-07-28
L001946,C02184,Education,2207959,9.19,22644.84,1898714.69,Active,2025-12-21,2040-12-21
L001947,C08283,Personal,163808,16.97,2399.0,0.0,Closed,2026-03-26,2046-03-26
L001948,C03163,Personal,1128234,11.8,24983.06,992636.2,Active,2026-03-01,2031-03-01
L001949,C02750,Auto,942532,11.32,13154.69,0.0,Closed,2024-07-20,2034-07-20
L001950,C01116,Home,8539259,10.0,181434.02,3874819.35,Active,2021-07-06,2026-07-06
L001951,C01772,Personal,304420,16.93,4669.94,0.0,Closed,2022-06-19,2037-06-19
L001952,C09438,Home,1534968,8.5,15115.44,0.0,Closed,2023-07-08,2038-07-08
L001953,C05494,Home,7644765,9.05,69027.96,3307081.59,Active,2021-07-29,2041-07-29
L001954,C07629,Education,1009248,10.48,13606.99,849001.53,Active,2026-04-13,2036-04-13
L001955,C08604,Personal,677818,15.06,8955.5,255686.57,Active,2026-04-23,2046-04-23
L001956,C03785,Auto,313524,9.74,3319.45,179844.7,Active,2024-12-06,2039-12-06
L001957,C07222,Auto,661109,10.76,6716.24,170164.32,Active,2021-08-24,2041-08-24
L001958,C02188,Home,2224923,8.06,45177.33,0.0,Closed,2022-02-06,2027-02-06
L001959,C01914,Home,5149478,9.41,47697.65,2023777.11,Active,2021-03-07,2041-03-07
L001960,C09764,Education,2894074,10.83,39587.89,1109364.18,Active,2026-01-07,2036-01-07
L001961,C05682,Home,7863773,9.62,102272.67,3967053.53,Active,2026-05-25,2036-05-25
L001962,C09471,Home,1697389,8.32,20882.14,1177219.66,Active,2026-04-14,2036-04-14
L001963,C06304,Personal,654791,11.19,7520.64,429411.0,Active,2024-10-03,2039-10-03
L001964,C09031,Auto,2186065,11.82,31136.63,690125.56,Active,2026-07-21,2036-07-21
L001965,C06953,Education,2456320,9.71,23234.01,816392.77,Active,2021-10-24,2041-10-24
L001966,C06136,Personal,535047,13.07,6794.3,191875.19,Active,2026-05-16,2041-05-16
L001967,C08970,Home,9346505,8.28,190768.36,4282759.58,Active,2026-05-16,2031-05-16
L001968,C03379,Auto,2259775,10.85,25472.09,992462.98,Active,2024-05-21,2039-05-21
L001969,C07594,Home,1669015,9.6,17529.12,0.0,Closed,2026-04-04,2041-04-04
L001970,C05890,Personal,983756,14.07,13147.38,816374.46,Active,2022-02-04,2037-02-04
L001971,C08931,Auto,942306,9.15,12013.36,0.0,Closed,2024-04-27,2034-04-27
L001972,C06727,Home,2457235,9.28,22552.8,1396936.99,Active,2024-08-01,2044-08-01
L001973,C09263,Home,1891344,9.3,17383.53,1304797.92,Active,2021-07-30,2041-07-30
L001974,C04624,Auto,1282738,11.55,28242.96,459411.7,Active,2025-02-15,2030-02-15
L001975,C07564,Home,2340433,9.28,30003.44,595294.94,Active,2022-08-22,2032-08-22
L001976,C06421,Home,4426078,10.33,59302.75,0.0,Closed,2026-05-26,2036-05-26
L001977,C03485,Personal,392655,11.47,4579.47,0.0,Closed,2025-02-06,2040-02-06
L001978,C07595,Personal,289579,12.82,4293.04,0.0,Closed,2023-11-26,2033-11-26
L001979,C02893,Personal,446747,13.95,6923.06,348262.56,Active,2023-03-11,2033-03-11
L001980,C05806,Personal,487120,12.27,7065.0,191489.76,Active,2026-05-10,2036-05-10
L001981,C00309,Home,2284875,7.51,27133.8,1303382.98,Active,2023-02-20,2033-02-20
L001982,C05017,Personal,545627,17.35,8148.8,0.0,Closed,2024-02-16,2044-02-16
L001983,C01380,Personal,300959,13.41,3889.41,0.0,Closed,2024-04-04,2039-04-04
L001984,C02927,Home,4743289,8.48,46653.45,0.0,Closed,2026-01-07,2041-01-07
L001985,C02889,Personal,990434,14.98,23551.96,426962.55,Active,2026-06-04,2031-06-04
L001986,C00263,Home,1612811,8.17,19713.02,0.0,Closed,2025-12-16,2035-12-16
L001987,C00323,Education,1625438,9.5,34137.22,607622.66,Active,2025-09-27,2030-09-27
L001988,C00130,Home,4207747,8.19,35694.46,3164803.72,Active,2022-02-17,2042-02-17
L001989,C07209,Home,1856082,8.65,23161.93,1300232.05,Active,2025-04-17,2035-04-17
L001990,C01512,Home,2004000,7.6,16266.85,1244982.4,Active,2023-10-25,2043-10-25
L001991,C05568,Personal,323201,13.99,7518.65,125120.98,Active,2025-10-21,2030-10-21
L001992,C06998,Personal,948242,16.53,23327.28,767964.45,Active,2023-08-07,2028-08-07
L001993,C06429,Personal,1053558,10.59,10582.28,908000.64,Active,2020-07-02,2040-07-02
L001994,C07019,Personal,1429840,11.37,15120.36,505158.94,Active,2026-07-09,2046-07-09
L001995,C01851,Personal,1222026,17.79,30891.99,0.0,Closed,2023-10-24,2028-10-24
L001996,C09341,Auto,1415080,11.54,31149.72,939640.03,Active,2026-05-14,2031-05-14
L001997,C08072,Home,1577352,8.27,13459.88,906450.21,Active,2021-02-12,2041-02-12
L001998,C02582,Home,1955027,8.97,19794.31,939332.3,Active,2025-12-08,2040-12-08
L001999,C00362,Home,5071051,8.51,49966.37,0.0,Closed,2020-06-09,2035-06-09
L002000,C04787,Education,1320867,8.54,13038.09,775693.54,Active,2026-07-10,2041-07-10
L002001,C05160,Home,1574690,9.29,16244.35,831612.73,Active,2025-06-25,2040-06-25
L002002,C08262,Personal,467491,11.13,10194.72,373407.96,Active,2021-06-23,2026-06-23
L002003,C07731,Auto,1452159,9.88,13898.39,1058811.98,Active,2025-12-16,2045-12-16
L002004,C05600,Auto,2495964,10.78,53994.86,1595029.0,Active,2026-01-03,2031-01-03
L002005,C01495,Personal,1437593,16.59,35411.73,307376.73,Active,2022-03-23,2027-03-23
L002006,C02190,Home,1816655,8.77,37508.31,685356.86,Active,2026-06-25,2031-06-25
L002007,C07189,Personal,266269,16.78,3861.15,0.0,Closed,2024-03-21,2044-03-21
L002008,C02660,Home,6289015,8.28,61122.08,3286574.21,Active,2024-06-28,2039-06-28
L002009,C00640,Home,2319251,8.62,20303.49,568599.67,Active,2022-05-21,2042-05-21
L002010,C01761,Home,4615755,8.33,94321.55,1214762.92,Active,2026-05-21,2031-05-21
L002011,C02646,Auto,1443700,8.52,17915.26,880617.46,Active,2025-01-23,2035-01-23
L002012,C06626,Home,5980410,8.89,60266.59,4441187.98,Active,2021-05-03,2036-05-03
L002013,C09745,Home,2427183,7.69,22763.15,1149219.43,Active,2023-09-08,2038-09-08
L002014,C00455,Personal,982407,15.26,13925.01,557101.38,Active,2026-03-26,2041-03-26
L002015,C02290,Personal,819219,13.05,10392.07,0.0,Closed,2024-01-15,2039-01-15
L002016,C03507,Personal,1146425,12.08,16500.93,826589.83,Active,2026-06-28,2036-06-28
L002017,C03051,Home,2099065,10.4,20815.83,1381794.69,Active,2023-05-21,2043-05-21
L002018,C08320,Education,2421268,9.11,24716.8,0.0,Closed,2023-04-08,2038-04-08
L002019,C04828,Personal,1080167,10.72,14708.62,545025.58,Active,2024-11-03,2034-11-03
L002020,C00931,Personal,149090,16.14,2204.26,82964.14,Active,2025-04-25,2040-04-25
L002021,C07786,Home,3709515,8.64,76356.92,2771698.54,Active,2024-04-22,2029-04-22
L002022,C00350,Home,3893878,8.37,48008.2,0.0,Closed,2024-10-30,2034-10-30
L002023,C02453,Auto,1982404,10.7,22159.91,0.0,Closed,2024-08-06,2039-08-06
L002024,C07883,Home,2128357,8.34,20759.64,925911.48,Active,2026-04-06,2041-04-06
L002025,C06765,Personal,1427754,16.21,21178.85,752774.9,Active,2024-03-29,2039-03-29
L002026,C01886,Home,8277424,8.98,74367.7,2092655.05,Active,2026-04-10,2046-04-10
L002027,C00349,Home,2990040,8.7,61633.87,1991849.85,Active,2024-12-22,2029-12-22
L002028,C00225,Auto,1022555,11.23,22350.29,452814.99,Active,2021-09-25,2026-09-25
L002029,C09581,Auto,2020896,9.26,42205.95,1622778.62,Active,2026-01-04,2031-01-04
L002030,C01484,Personal,268832,15.0,3539.95,0.0,Closed,2025-08-28,2045-08-28
L002031,C08362,Personal,624163,11.75,6764.1,145871.73,Active,2026-03-08,2046-03-08
L002032,C04150,Personal,1361106,17.13,20099.38,402333.69,Active,2024-06-11,2044-06-11
L002033,C01879,Home,1838436,8.87,23159.38,448580.92,Active,2026-06-13,2036-06-13
L002034,C05096,Auto,1653603,9.03,34350.16,0.0,Closed,2025-09-30,2030-09-30
L002035,C05818,Home,3434327,8.88,30634.98,0.0,Closed,2024-01-20,2044-01-20
L002036,C00607,Personal,1067638,14.25,24980.66,0.0,Closed,2026-01-08,2031-01-08
L002037,C02586,Auto,968012,9.48,20320.59,849308.76,Active,2025-09-18,2030-09-18
L002038,C04937,Personal,1190031,17.97,18338.42,723583.2,Active,2025-07-23,2045-07-23
L002039,C06048,Education,2453773,8.36,50177.51,786611.7,Active,2021-09-15,2026-09-15
L002040,C01882,Education,1870997,10.48,40196.49,745335.53,Active,2026-03-29,2031-03-29
L002041,C05083,Personal,1462372,13.8,33875.4,449022.39,Active,2026-07-04,2031-07-04
L002042,C06119,Personal,1315953,16.15,32106.4,846782.65,Active,2026-04-13,2031-04-13
L002043,C05943,Personal,397690,17.35,5939.4,330882.86,Active,2023-10-06,2043-10-06
L002044,C07772,Personal,255335,13.94,3164.02,0.0,Closed,2026-07-16,2046-07-16
L002045,C09305,Home,2936309,8.39,25277.91,1716967.6,Active,2026-03-27,2046-03-27
L002046,C00831,Home,2654687,9.28,34032.05,1853233.54,Active,2026-03-15,2036-03-15
L002047,C08699,Home,2277731,9.19,23360.42,908619.52,Active,2026-07-06,2041-07-06
L002048,C05318,Personal,739088,14.06,9222.94,585277.21,Active,2024-07-26,2044-07-26
L002049,C02578,Auto,839190,9.09,8556.61,0.0,Closed,2026-06-02,2041-06-02
L002050,C02551,Home,1977978,7.58,23561.62,1574758.57,Active,2020-03-17,2030-03-17
L002051,C05292,Education,1727405,10.16,16853.36,466394.5,Active,2024-09-25,2044-09-25
L002052,C07852,Auto,626897,10.85,7066.36,398339.68,Active,2026-02-23,2041-02-23
L002053,C01794,Auto,1009344,11.98,11099.68,274548.1,Active,2019-10-09,2039-10-09
L002054,C09112,Home,1567898,8.53,15467.3,1246381.76,Active,2023-10-31,2038-10-31
L002055,C09620,Personal,350801,15.37,4998.97,175896.68,Active,2021-09-14,2036-09-14
L002056,C01474,Personal,125586,16.8,2166.77,81066.74,Active,2025-02-25,2035-02-25
L002057,C02628,Personal,1413660,11.24,16281.3,1003654.08,Active,2024-02-20,2039-02-20
L002058,C00505,Auto,633226,12.38,14207.66,338102.06,Active,2022-09-08,2027-09-08
L002059,C00612,Personal,483117,15.67,7993.77,192200.26,Active,2025-02-28,2035-02-28
L002060,C06704,Home,6609817,8.3,64316.91,5069664.09,Active,2023-12-26,2038-12-26
L002061,C01934,Home,2034093,10.22,27129.11,1744019.99,Active,2024-09-05,2034-09-05
L002062,C00613,Education,2656509,10.29,26148.38,1392399.76,Active,2025-09-20,2045-09-20
L002063,C08068,Personal,768694,16.43,18869.22,629187.97,Active,2025-09-12,2030-09-12
L002064,C09188,Home,1913969,7.8,23019.95,1320690.91,Active,2025-10-27,2035-10-27
L002065,C05836,Personal,1001262,16.96,24862.41,590895.5,Active,2023-11-21,2028-11-21
L002066,C05678,Personal,1335091,16.54,19117.48,0.0,Closed,2023-06-04,2043-06-04
L002067,C03340,Education,1907790,9.8,18158.5,1278128.53,Active,2026-06-25,2046-06-25
L002068,C03096,Auto,1490157,12.31,18182.66,786008.61,Active,2023-09-10,2038-09-10
L002069,C09276,Home,7186155,9.18,73658.25,5906810.72,Active,2022-12-16,2037-12-16
L002070,C00418,Personal,482059,14.16,6471.68,0.0,Closed,2022-07-24,2037-07-24
L002071,C08875,Auto,2379485,9.15,49567.6,0.0,Closed,2026-05-31,2031-05-31
L002072,C03569,Personal,298323,17.44,4475.9,125035.75,Active,2020-05-27,2040-05-27
L002073,C08795,Home,1905999,9.84,25019.35,1045925.02,Active,2025-04-09,2035-04-09
L002074,C07768,Home,2612328,8.92,26371.79,0.0,Closed,2023-01-05,2038-01-05
L002075,C09418,Personal,424214,12.93,6316.47,0.0,Closed,2024-09-18,2034-09-18
L002076,C04691,Home,3287522,7.97,39834.62,1770243.78,Active,2025-07-20,2035-07-20
L002077,C00922,Personal,1348287,16.42,20198.52,965375.12,Active,2025-06-01,2040-06-01
L002078,C03961,Auto,1573466,9.98,16889.3,1026287.69,Active,2025-10-05,2040-10-05
L002079,C02477,Personal,1043105,12.81,12079.85,0.0,Closed,2025-10-08,2045-10-08
L002080,C04919,Home,1711854,7.67,13969.07,575594.59,Active,2024-01-08,2044-01-08
L002081,C04094,Auto,1908617,9.6,24801.66,760257.71,Active,2026-07-08,2036-07-08
L002082,C03902,Home,3066468,7.57,24834.68,0.0,Closed,2026-03-21,2046-03-21
L002083,C07309,Education,1036562,10.39,10272.35,0.0,Closed,2021-08-03,2041-08-03
L002084,C06188,Home,2519793,7.98,21045.2,0.0,Closed,2024-11-14,2044-11-14
L002085,C03792,Personal,196468,16.36,2786.57,51824.1,Active,2026-02-03,2046-02-03
L002086,C00315,Auto,1475003,12.45,16706.14,1269564.29,Active,2024-09-20,2044-09-20
L002087,C08527,Personal,1228049,13.27,15756.6,989808.34,Active,2024-02-02,2039-02-02
L002088,C00459,Personal,780621,17.83,11945.38,0.0,Closed,2026-07-11,2046-07-11
L002089,C09344,Auto,1536917,9.7,20056.01,911725.54,Active,2026-06-07,2036-06-07
L002090,C07705,Personal,1246272,16.22,18495.53,408631.41,Active,2026-08-05,2041-08-05
L002091,C02340,Personal,394581,16.29,9656.35,0.0,Closed,2024-08-26,2029-08-26
L002092,C08500,Auto,1616848,12.33,19749.48,0.0,Closed,2023-09-13,2038-09-13
L002093,C00734,Personal,550495,11.88,6015.43,355871.54,Active,2026-03-17,2046-03-17
L002094,C00057,Home,1771608,8.27,36151.18,797988.64,Active,2025-09-18,2030-09-18
L002095,C01769,Home,2009982,9.89,42597.47,0.0,Closed,2024-04-16,2029-04-16
L002096,C02023,Personal,133976,14.74,3169.02,0.0,Closed,2026-04-27,2031-04-27
L002097,C08134,Auto,1671831,11.66,18013.57,1114063.38,Active,2025-09-18,2045-09-18
L002098,C02319,Home,1579222,9.2,32935.55,538493.09,Active,2025-08-07,2030-08-07
L002099,C06138,Home,1683983,9.22,15390.31,345107.38,Active,2026-05-16,2046-05-16
L002100,C06498,Personal,1003760,16.63,14441.4,284688.01,Active,2025-12-17,2045-12-17
L002101,C09623,Personal,1464079,12.98,21843.0,969415.31,Active,2025-04-10,2035-04-10
L002102,C02890,Personal,1006802,17.17,14898.07,901643.78,Active,2020-06-27,2040-06-27
L002103,C02414,Auto,379153,8.53,3740.34,272536.29,Active,2024-09-11,2039-09-11
L002104,C02606,Personal,784970,14.49,12420.27,0.0,Closed,2025-06-06,2035-06-06
L002105,C05164,Auto,1787490,12.07,25717.67,1423201.93,Active,2025-05-13,2035-05-13
L002106,C03466,Home,1923190,7.58,38609.94,0.0,Closed,2022-08-07,2027-08-07
L002107,C04097,Personal,245263,12.96,3096.72,0.0,Closed,2023-04-19,2038-04-19
L002108,C01955,Auto,722998,9.71,6838.74,0.0,Closed,2025-10-04,2045-10-04
L002109,C06193,Education,1111153,10.32,23784.05,300882.74,Active,2026-07-10,2031-07-10
L002110,C09804,Home,4646683,7.58,55351.16,2728677.83,Active,2025-12-10,2035-12-10
L002111,C07813,Education,1062484,10.31,22737.05,826009.33,Active,2023-01-31,2028-01-31
L002112,C06171,Auto,1819425,10.57,24621.78,0.0,Closed,2026-04-12,2036-04-12
L002113,C03729,Personal,1125734,16.05,16572.92,763455.12,Active,2025-04-24,2040-04-24
L002114,C05575,Personal,290402,16.5,4366.8,157945.39,Active,2023-10-28,2038-10-28
L002115,C00511,Home,1567718,7.52,12648.61,469931.07,Active,2023-01-17,2043-01-17
L002116,C00492,Home,1825039,10.01,17624.11,0.0,Closed,2023-03-23,2043-03-23
L002117,C08404,Auto,1262000,12.5,28392.4,420096.33,Active,2024-10-09,2029-10-09
L002118,C03201,Auto,366479,12.31,4471.72,99633.97,Active,2026-06-14,2041-06-14
L002119,C09621,Home,1630546,8.03,33085.01,1289711.63,Active,2025-03-13,2030-03-13
L002120,C09944,Auto,463539,8.74,5806.89,0.0,Closed,2026-06-15,2036-06-15
L002121,C04656,Auto,1859039,10.97,25576.7,1445874.58,Active,2021-11-03,2031-11-03
L002122,C00250,Auto,934935,11.47,13128.72,236100.87,Active,2024-09-22,2034-09-22
L002123,C06321,Personal,162872,14.23,2194.26,104037.93,Active,2025-11-21,2040-11-21
L002124,C08389,Auto,1646676,8.61,33871.45,457488.89,Active,2025-01-13,2030-01-13
L002125,C06019,Home,1651352,10.24,35281.68,604805.02,Active,2025-07-10,2030-07-10
L002126,C03888,Personal,455971,11.69,10071.54,339292.68,Active,2025-04-05,2030-04-05
L002127,C01299,Personal,239095,11.34,2523.47,145715.54,Active,2026-07-26,2046-07-26
L002128,C09522,Home,5194475,7.9,105076.8,2967910.63,Active,2023-02-02,2028-02-02
L002129,C08363,Home,2037703,8.47,20030.25,0.0,Closed,2026-06-01,2041-06-01
L002130,C09553,Personal,302161,14.08,4706.09,163072.12,Active,2024-12-01,2034-12-01
L002131,C02420,Auto,898089,9.4,18817.68,357360.71,Active,2025-10-01,2030-10-01
L002132,C06051,Home,1941359,8.25,18833.91,851172.25,Active,2026-03-09,2041-03-09
L002133,C01834,Education,2138394,10.01,22992.38,0.0,Closed,2023-07-23,2038-07-23
L002134,C01376,Education,1970084,9.12,25084.32,484173.58,Active,2024-06-05,2034-06-05
L002135,C04627,Home,2307466,9.4,29731.86,0.0,Closed,2021-08-22,2031-08-22
L002136,C00802,Personal,1430916,10.76,19516.98,964762.68,Active,2021-08-09,2031-08-09
L002137,C03034,Auto,2329392,11.93,33325.81,764290.65,Active,2025-11-22,2035-11-22
L002138,C09503,Personal,1048131,17.95,16135.61,542810.7,Active,2025-09-08,2045-09-08
L002139,C02203,Home,2085745,9.47,21742.12,574062.12,Active,2025-12-17,2040-12-17
L002140,C02086,Home,3544115,9.82,33779.89,1532443.86,Active,2024-04-25,2044-04-25
L002141,C03481,Personal,1188574,12.47,14626.24,1048572.11,Active,2024-09-20,2039-09-20
L002142,C08996,Personal,298356,12.2,3326.85,0.0,Closed,2025-02-16,2045-02-16
L002143,C01833,Personal,720156,11.45,8389.91,428266.06,Active,2023-05-06,2038-05-06
L002144,C09436,Home,1673994,10.4,22494.41,403642.13,Active,2026-03-11,2036-03-11
L002145,C03764,Home,1908688,7.93,23087.11,0.0,Closed,2021-08-01,2031-08-01
L002146,C08026,Home,7438069,9.08,94544.65,3931814.76,Active,2024-12-19,2034-12-19
L002147,C05077,Personal,1218109,13.22,18346.08,246030.74,Active,2023-05-22,2033-05-22
L002148,C03269,Home,2165844,7.8,26049.34,647027.33,Active,2025-12-09,2035-12-09
L002149,C00875,Personal,418874,14.56,5380.0,0.0,Closed,2025-09-30,2045-09-30
L002150,C02293,Home,2340691,8.39,20150.39,0.0,Closed,2025-02-17,2045-02-17
L002151,C04121,Personal,385464,15.91,5637.14,279102.74,Active,2019-11-17,2034-11-17
L002152,C07690,Personal,753483,12.07,16787.48,461687.01,Active,2025-01-16,2030-01-16
L002153,C03231,Personal,436074,16.23,7367.44,343796.33,Active,2025-04-06,2035-04-06
L002154,C07905,Personal,1340290,11.95,16042.64,302436.25,Active,2026-08-03,2041-08-03
L002155,C06152,Personal,941881,11.43,13204.73,753800.64,Active,2024-03-18,2034-03-18
L002156,C06271,Home,6994025,7.53,140245.64,3728034.45,Active,2022-01-24,2027-01-24
L002157,C07084,Personal,1355033,14.03,16879.65,1101092.84,Active,2026-03-20,2046-03-20
L002158,C00691,Personal,1052877,11.65,12400.19,0.0,Closed,2026-01-21,2041-01-21
L002159,C05956,Auto,385923,10.03,4154.23,221300.61,Active,2024-03-24,2039-03-24
L002160,C03020,Auto,2343901,11.53,32994.42,1964186.53,Active,2023-12-23,2033-12-23
L002161,C09540,Personal,1356292,16.99,23563.44,0.0,Closed,2026-01-05,2036-01-05
L002162,C00787,Personal,1006970,13.66,23253.31,0.0,Closed,2019-08-01,2024-08-01
L002163,C03179,Home,3018447,9.7,31884.66,2021813.84,Active,2026-01-14,2041-01-14
L002164,C05316,Personal,626907,17.87,15875.02,251285.06,Active,2024-10-02,2029-10-02
L002165,C03862,Personal,1328478,14.21,16722.9,1098949.13,Active,2026-05-28,2046-05-28
L002166,C06243,Personal,1123120,14.71,14549.04,326518.59,Active,2026-02-22,2046-02-22
L002167,C02412,Personal,188292,15.01,4480.44,153979.29,Active,2026-02-05,2031-02-05
L002168,C06681,Personal,856444,14.85,11182.76,0.0,Closed,2023-09-28,2043-09-28
L002169,C05718,Home,1834411,8.54,15965.92,0.0,Closed,2020-11-22,2040-11-22
L002170,C00388,Auto,2492636,8.65,21868.9,0.0,Closed,2025-11-14,2045-11-14
L002171,C07090,Auto,1930809,10.23,41242.84,1493449.13,Active,2023-12-13,2028-12-13
L002172,C03593,Personal,789883,11.24,8282.49,0.0,Closed,2026-04-14,2046-04-14
L002173,C05936,Home,5753262,8.58,56924.76,1289236.88,Active,2025-02-24,2040-02-24
L002174,C07072,Education,400484,8.97,4054.83,0.0,Closed,2025-10-04,2040-10-04
L002175,C08083,Education,1371212,10.31,14996.25,511018.62,Active,2026-04-13,2041-04-13
L002176,C05509,Personal,460831,16.84,11413.23,215907.66,Active,2021-12-13,2026-12-13
L002177,C09433,Personal,577250,12.87,7254.3,227806.82,Active,2024-09-07,2039-09-07
L002178,C04914,Auto,1612499,10.99,22203.05,0.0,Closed,2026-07-16,2036-07-16
L002179,C06578,Personal,1118042,13.13,13202.39,0.0,Closed,2025-12-22,2045-12-22
L002180,C01068,Personal,453460,12.92,10299.05,309545.71,Active,2025-12-06,2030-12-06
L002181,C04794,Personal,1447016,14.7,23080.3,597696.82,Active,2025-09-07,2035-09-07
L002182,C08514,Education,389880,10.13,3796.07,0.0,Closed,2025-01-05,2045-01-05
L002183,C07407,Education,1626751,9.6,15269.84,1025393.03,Active,2022-10-19,2042-10-19
L002184,C08616,Auto,1532757,10.95,33287.64,1138259.99,Active,2024-01-24,2029-01-24
L002185,C00449,Home,1564462,9.14,15998.37,1162194.98,Active,2026-06-12,2041-06-12
L002186,C08241,Personal,559224,12.34,8133.54,185624.49,Active,2019-11-08,2029-11-08
L002187,C04512,Education,1444840,8.73,29803.53,0.0,Closed,2026-07-28,2031-07-28
L002188,C05728,Personal,1020544,13.61,15607.19,312762.71,Active,2024-05-23,2034-05-23
L002189,C07956,Personal,1415449,14.82,18450.51,573650.13,Active,2026-01-03,2046-01-03
L002190,C04603,Auto,1405439,10.23,15301.29,0.0,Closed,2026-07-26,2041-07-26
L002191,C07136,Auto,1642826,10.66,35441.09,0.0,Closed,2022-05-04,2027-05-04
L002192,C05646,Home,3235283,10.46,43582.86,0.0,Closed,2026-07-27,2036-07-27
L002193,C09642,Personal,302629,17.86,4637.93,250163.62,Active,2022-04-26,2042-04-26
L002194,C01672,Auto,1255564,11.38,17566.57,625294.22,Active,2023-05-25,2033-05-25
L002195,C01126,Personal,1397730,13.78,17158.18,283666.48,Active,2024-06-24,2044-06-24
L002196,C04392,Personal,1040506,14.69,24584.57,0.0,Closed,2025-12-29,2030-12-29
L002197,C07430,Personal,410127,10.98,4656.34,162735.05,Active,2023-10-11,2038-10-11
L002198,C03114,Auto,415666,11.35,4389.9,151694.96,Active,2021-11-10,2041-11-10
L002199,C02928,Personal,930988,12.11,10322.47,383525.92,Active,2022-09-05,2042-09-05
L002200,C01187,Home,3450891,9.21,31516.16,1802300.88,Active,2023-12-07,2043-12-07
L002201,C01745,Personal,759467,16.97,18862.46,493012.06,Active,2026-02-14,2031-02-14
L002202,C00146,Home,1574462,9.34,14511.94,609648.32,Active,2021-06-01,2041-06-01
L002203,C00581,Home,2252209,10.01,47863.87,1246637.02,Active,2023-09-25,2028-09-25
L002204,C00816,Personal,286868,11.21,3002.13,67608.79,Active,2022-02-23,2042-02-23
L002205,C07325,Home,2354745,8.64,20644.15,1553409.41,Active,2025-09-23,2045-09-23
L002206,C05973,Home,2989636,8.03,25062.36,0.0,Closed,2021-06-02,2041-06-02
L002207,C06580,Personal,487063,12.45,7115.23,102309.91,Active,2026-06-23,2036-06-23
L002208,C02763,Personal,812444,13.89,18857.85,719597.47,Active,2025-03-27,2030-03-27
