FD_ID,Customer_ID,Deposit_Amount,Interest_Rate,Duration_Months,Maturity_Amount,Start_Date,Maturity_Date,Status
FD001008,C04300,175609,7.4,120,358582.91,2026-07-18,2036-07-18,Active
FD001009,C00187,636836,5.5,6,654114.59,2022-03-01,2022-09-01,Closed
FD001010,C03121,1140014,6.8,24,1300327.33,2022-02-12,2024-02-12,Closed
FD001011,C00892,3895824,7.4,120,7955035.87,2026-06-17,2036-06-17,Active
FD001012,C00232,851758,6.8,24,971535.62,2026-01-08,2028-01-08,Active
FD001013,C01584,3358058,5.5,6,3449168.59,2023-10-14,2024-04-14,Active
FD001014,C03482,962225,7.0,36,1178767.0,2026-05-18,2029-05-18,Active
FD001015,C05651,661688,6.5,12,704697.72,2026-08-02,2027-08-02,Active
FD001016,C09372,1698162,7.0,36,2080321.47,2026-06-04,2029-06-04,Matured
FD001017,C02350,1384030,6.8,24,1578657.83,2026-07-08,2028-07-08,Active
FD001018,C09376,475119,6.5,12,506001.73,2026-05-04,2027-05-04,Matured
FD001019,C04433,507065,6.5,12,540024.22,2025-08-20,2026-08-20,Active
FD001020,C04106,538694,6.5,12,573709.11,2026-06-02,2027-06-02,Active
FD001021,C02866,801383,7.4,120,1636375.39,2024-04-18,2034-04-18,Active
FD001022,C05281,373284,6.8,24,425776.69,2024-07-06,2026-07-06,Closed
FD001023,C07161,239626,6.5,12,255201.69,2025-11-06,2026-11-06,Matured
FD001024,C01296,1527873,7.0,36,1871710.12,2019-10-18,2022-10-18,Active
FD001025,C03207,1803061,7.2,60,2552609.3,2026-02-24,2031-02-24,Active
FD001026,C00580,3032810,6.5,12,3229942.65,2024-08-13,2025-08-13,Active
FD001027,C07099,4357211,5.5,6,4475430.54,2025-01-22,2025-07-22,Active
FD001028,C05800,414627,5.5,6,425876.63,2023-12-13,2024-06-13,Active
FD001029,C05663,1946669,6.8,24,2220417.38,2025-06-03,2027-06-03,Active
FD001030,C00606,447306,6.8,24,510207.96,2026-01-29,2028-01-29,Matured
FD001031,C04764,343167,6.5,12,365472.85,2021-06-03,2022-06-03,Active
FD001032,C03182,516172,6.5,12,549723.18,2021-06-18,2022-06-18,Matured
FD001033,C01562,3172573,7.0,36,3886538.35,2025-01-13,2028-01-13,Closed
FD001034,C08789,138121,6.8,24,157544.13,2025-07-24,2027-07-24,Active
FD001035,C09382,207259,5.5,6,212882.34,2026-03-03,2026-09-03,Active
FD001036,C09412,1404732,6.8,24,1602271.03,2025-05-10,2027-05-10,Active
FD001037,C03276,745310,6.5,12,793755.15,2024-12-18,2025-12-18,Closed
FD001038,C01372,262389,6.5,12,279444.28,2026-01-08,2027-01-08,Active
FD001039,C00529,3363489,6.8,24,3836476.28,2025-01-17,2027-01-17,Active
FD001040,C00346,944779,6.5,12,1006189.63,2026-07-02,2027-07-02,Active
FD001041,C09140,442484,6.5,12,471245.46,2020-10-05,2021-10-05,Active
FD001042,C03944,361702,5.5,6,371515.67,2025-06-22,2025-12-22,Active
FD001043,C09248,565448,7.0,36,692698.11,2026-01-11,2029-01-11,Active
FD001044,C00999,2359755,6.8,24,2691593.19,2022-09-08,2024-09-08,Active
FD001045,C04434,853241,6.5,12,908701.66,2021-07-06,2022-07-06,Active
FD001046,C08708,2255424,6.5,12,2402026.56,2022-03-01,2023-03-01,Closed
FD001047,C05478,2330261,7.2,60,3298970.97,2019-09-18,2024-09-18,Closed
FD001048,C04959,3329592,7.0,36,4078893.37,2026-05-17,2029-05-17,Active
FD001049,C01230,2082893,6.5,12,2218281.04,2024-05-30,2025-05-30,Active
FD001050,C06012,2747813,6.5,12,2926420.84,2026-02-15,2027-02-15,Active
FD001051,C04143,2724938,6.8,24,3108129.68,2022-04-03,2024-04-03,Active
FD001052,C07850,1228317,5.5,6,1261643.61,2025-01-16,2025-07-16,Closed
FD001053,C07124,1160299,6.5,12,1235718.43,2026-06-19,2027-06-19,Active
FD001054,C01679,538137,7.4,120,1098843.05,2024-10-31,2034-10-31,Active
FD001055,C00796,2805089,6.5,12,2987419.78,2026-07-26,2027-07-26,Active
FD001056,C09918,167248,7.2,60,236774.46,2022-11-03,2027-11-03,Closed
FD001057,C04162,1679162,6.5,12,1788307.53,2023-11-13,2024-11-13,Matured
FD001058,C06219,1507202,6.5,12,1605170.13,2026-06-18,2027-06-18,Active
FD001059,C04251,1554845,7.3,84,2546156.86,2025-04-12,2032-04-12,Active
FD001060,C03850,787530,7.3,84,1289630.1,2026-05-21,2033-05-21,Active
FD001061,C09706,1629018,7.2,60,2306215.09,2025-11-10,2030-11-10,Matured
FD001062,C02078,1082274,6.8,24,1234467.7,2026-06-12,2028-06-12,Active
FD001063,C02592,368462,5.5,6,378459.08,2025-03-07,2025-09-07,Active
FD001064,C08480,508875,5.5,6,522681.76,2026-05-12,2026-11-12,Active
FD001065,C08616,397848,7.3,84,651501.22,2026-07-24,2033-07-24,Active
FD001066,C06820,597312,6.5,12,636137.28,2025-03-14,2026-03-14,Active
FD001067,C04198,728614,5.5,6,748382.7,2025-12-01,2026-06-01,Active
FD001068,C06343,1527855,7.3,84,2501959.03,2025-04-11,2032-04-11,Matured
FD001069,C03882,1153720,7.2,60,1633331.54,2025-02-09,2030-02-09,Closed
FD001070,C04739,833476,7.0,36,1021043.94,2019-09-16,2022-09-16,Matured
FD001071,C03476,2507932,6.5,12,2670947.58,2022-06-21,2023-06-21,Active
FD001072,C07064,336159,7.4,120,686416.25,2023-09-07,2033-09-07,Matured
FD001073,C04938,966179,7.2,60,1367828.1,2026-01-13,2031-01-13,Closed
FD001074,C04979,1380783,6.5,12,1470533.9,2025-01-18,2026-01-18,Closed
FD001075,C05076,1504501,7.2,60,2129935.28,2020-04-04,2025-04-04,Active
FD001076,C03817,3043269,6.5,12,3241081.48,2025-04-18,2026-04-18,Active
FD001077,C07268,785478,6.5,12,836534.07,2025-03-15,2026-03-15,Matured
FD001078,C04401,667647,6.5,12,711044.05,2026-05-30,2027-05-30,Matured
FD001079,C06485,2452643,6.5,12,2612064.79,2024-06-18,2025-06-18,Closed
FD001080,C00136,1240097,5.5,6,1273743.22,2023-03-11,2023-09-11,Active
FD001081,C02513,2614318,6.5,12,2784248.67,2026-03-12,2027-03-12,Active
FD001082,C04340,1090575,6.5,12,1161462.38,2022-01-12,2023-01-12,Matured
FD001083,C05205,549113,6.5,12,584805.34,2026-02-01,2027-02-01,Active
FD001084,C02268,794287,7.2,60,1124479.08,2024-12-06,2029-12-06,Matured
FD001085,C02203,754117,6.8,24,860163.95,2024-10-18,2026-10-18,Active
FD001086,C01555,573325,7.0,36,702347.78,2021-05-03,2024-05-03,Active
FD001087,C07418,875250,6.5,12,932141.25,2025-10-07,2026-10-07,Active
FD001088,C06298,1668737,6.8,24,1903401.47,2023-12-10,2025-12-10,Active
FD001089,C07633,398836,7.2,60,564635.63,2025-10-25,2030-10-25,Active
FD001090,C00450,3226871,6.5,12,3436617.61,2024-03-12,2025-03-12,Active
FD001091,C03086,4072247,7.2,60,5765115.85,2026-02-03,2031-02-03,Active
FD001092,C07488,1640151,7.0,36,2009255.5,2025-10-20,2028-10-20,Active
FD001093,C07774,668319,7.2,60,946145.08,2026-02-16,2031-02-16,Active
FD001094,C08435,92106,6.5,12,98092.89,2024-05-19,2025-05-19,Closed
FD001095,C09655,361219,6.5,12,384698.23,2026-04-17,2027-04-17,Closed
FD001096,C05365,218720,7.0,36,267941.4,2021-05-22,2024-05-22,Active
FD001097,C01870,440509,6.5,12,469142.08,2024-08-25,2025-08-25,Closed
FD001098,C04584,1062372,7.0,36,1301451.38,2025-06-15,2028-06-15,Active
FD001099,C08953,1420772,6.5,12,1513122.18,2025-02-27,2026-02-27,Closed
FD001100,C05291,379470,5.5,6,389765.75,2024-08-14,2025-02-14,Active
FD001101,C05214,1643703,6.8,24,1874847.09,2026-05-26,2028-05-26,Active
FD001102,C01783,2315450,6.5,12,2465954.25,2025-11-04,2026-11-04,Active
FD001103,C04720,548174,5.5,6,563047.02,2023-07-09,2024-01-09,Active
FD001104,C08081,1202726,7.2,60,1702709.76,2024-09-29,2029-09-29,Active
FD001105,C09909,806713,5.5,6,828600.68,2026-07-03,2027-01-03,Active
FD001106,C02564,2826714,7.0,36,3462846.2,2025-09-19,2028-09-19,Active
FD001107,C09587,253396,5.5,6,260271.12,2023-07-10,2024-01-10,Active
FD001108,C07326,2497891,7.4,120,5100541.63,2025-10-27,2035-10-27,Active
FD001109,C04775,534479,6.5,12,569220.14,2025-10-25,2026-10-25,Active
FD001110,C02796,1075710,7.2,60,1522892.1,2023-11-19,2028-11-19,Active
FD001111,C01928,1396091,6.8,24,1592414.9,2021-02-17,2023-02-17,Active
FD001112,C02657,1649897,6.5,12,1757140.3,2026-07-10,2027-07-10,Active
FD001113,C01729,2258686,6.8,24,2576311.46,2026-05-14,2028-05-14,Active
FD001114,C09103,613215,6.8,24,699447.75,2026-05-02,2028-05-02,Active
FD001115,C09504,252800,5.5,6,259658.95,2024-10-26,2025-04-26,Active
FD001116,C01185,1185500,6.8,24,1352209.75,2023-11-26,2025-11-26,Matured
FD001117,C06554,288564,6.8,24,329143.02,2026-07-18,2028-07-18,Matured
FD001118,C00929,1145934,6.8,24,1307079.82,2024-09-26,2026-09-26,Active
FD001119,C02771,1045778,6.8,24,1192839.49,2026-01-19,2028-01-19,Active
FD001120,C00777,676738,5.5,6,695099.21,2023-09-23,2024-03-23,Closed
FD001121,C03535,1548007,5.5,6,1590007.42,2026-03-23,2026-09-23,Active
FD001122,C06029,2217689,7.2,60,3139601.8,2026-02-07,2031-02-07,Matured
FD001123,C02278,668440,6.5,12,711888.6,2026-04-03,2027-04-03,Matured
FD001124,C06979,412553,7.3,84,675581.59,2024-11-26,2031-11-26,Active
FD001125,C01422,494365,7.2,60,699876.87,2025-08-16,2030-08-16,Active
FD001126,C09302,937881,5.5,6,963327.52,2021-12-21,2022-06-21,Matured
FD001127,C01939,896910,7.4,120,1831435.72,2025-08-16,2035-08-16,Active
FD001128,C04248,1297905,6.5,12,1382268.82,2026-06-03,2027-06-03,Closed
FD001129,C08826,1008580,7.2,60,1427855.57,2025-09-23,2030-09-23,Active
FD001130,C04860,2383560,6.5,12,2538491.4,2024-09-07,2025-09-07,Active
FD001131,C07996,339617,6.8,24,387375.3,2021-11-04,2023-11-04,Closed
FD001132,C01113,75928,7.2,60,107491.94,2025-03-11,2030-03-11,Active
FD001133,C06522,1145891,7.2,60,1622247.95,2026-01-29,2031-01-29,Active
FD001134,C07864,363822,6.5,12,387470.43,2024-09-29,2025-09-29,Active
FD001135,C08509,470286,7.3,84,770123.02,2024-06-15,2031-06-15,Active
FD001136,C01222,473584,7.2,60,670457.03,2022-09-27,2027-09-27,Closed
FD001137,C04269,1492291,7.2,60,2112649.48,2025-04-16,2030-04-16,Active
FD001138,C06638,736594,6.8,24,840176.79,2024-05-02,2026-05-02,Active
FD001139,C02724,128571,6.5,12,136928.11,2026-03-15,2027-03-15,Active
FD001140,C02835,892467,5.5,6,916681.35,2023-01-07,2023-07-07,Closed
FD001141,C07989,1440386,7.0,36,1764534.79,2024-01-19,2027-01-19,Active
FD001142,C02853,1046604,7.3,84,1713880.13,2026-08-02,2033-08-02,Closed
FD001143,C00141,134862,6.5,12,143628.03,2026-05-18,2027-05-18,Matured
FD001144,C06448,1354215,6.5,12,1442238.97,2024-02-08,2025-02-08,Active
FD001145,C05603,1510001,7.0,36,1849816.16,2025-04-02,2028-04-02,Closed
FD001146,C06800,528061,6.5,12,562384.96,2025-05-18,2026-05-18,Closed
FD001147,C06059,514635,7.2,60,728573.29,2025-01-15,2030-01-15,Active
FD001148,C02497,1578403,6.8,24,1800364.34,2026-01-18,2028-01-18,Active
FD001149,C02420,1626518,6.8,24,1855245.47,2024-10-15,2026-10-15,Closed
FD001150,C06089,903898,7.0,36,1107313.92,2024-02-25,2027-02-25,Matured
FD001151,C03874,1618293,7.2,60,2291031.62,2026-04-28,2031-04-28,Active
FD001152,C02678,383389,5.5,6,393791.08,2026-04-20,2026-10-20,Matured
FD001153,C01884,1741919,6.5,12,1855143.73,2026-02-03,2027-02-03,Closed
FD001154,C01921,1242592,5.5,6,1276305.92,2023-08-18,2024-02-18,Active
FD001155,C03082,470954,7.2,60,666733.71,2025-07-19,2030-07-19,Active
FD001156,C01551,1964484,5.5,6,2017784.24,2023-12-29,2024-06-29,Active
FD001157,C06879,1720253,6.5,12,1832069.44,2026-04-17,2027-04-17,Matured
FD001158,C00190,1109326,6.5,12,1181432.19,2025-09-04,2026-09-04,Closed
FD001159,C06371,114095,6.5,12,121511.17,2025-02-13,2026-02-13,Active
FD001160,C08000,1921093,6.5,12,2045964.04,2023-10-13,2024-10-13,Closed
FD001161,C05951,1280777,6.8,24,1460884.98,2026-02-10,2028-02-10,Active
FD001162,C01168,2219796,7.0,36,2719345.55,2023-03-27,2026-03-27,Matured
FD001163,C01058,1245667,5.5,6,1279464.35,2026-05-11,2026-11-11,Active
FD001164,C01021,1840593,6.8,24,2099424.55,2024-09-09,2026-09-09,Closed
FD001165,C05418,514206,7.0,36,629924.46,2022-10-18,2025-10-18,Matured
FD001166,C00103,2307236,7.0,36,2826463.31,2025-04-28,2028-04-28,Active
FD001167,C02311,124641,6.8,24,142168.52,2024-04-04,2026-04-04,Active
FD001168,C07009,776456,7.0,36,951191.99,2019-07-26,2022-07-26,Active
FD001169,C01398,579301,7.0,36,709668.63,2024-09-05,2027-09-05,Closed
FD001170,C06968,1544725,7.4,120,3154234.58,2024-06-12,2034-06-12,Active
FD001171,C02642,1827574,7.2,60,2587312.57,2023-06-25,2028-06-25,Closed
FD001172,C04352,1975177,6.5,12,2103563.5,2023-06-18,2024-06-18,Active
FD001173,C00362,2233713,7.2,60,3162287.12,2023-03-18,2028-03-18,Active
FD001174,C02217,264564,5.5,6,271742.13,2024-05-04,2024-11-04,Closed
FD001175,C08683,834816,6.8,24,952211.17,2026-03-18,2028-03-18,Active
FD001176,C09824,1235632,6.5,12,1315948.08,2025-01-20,2026-01-20,Active
FD001177,C01505,585504,6.5,12,623561.76,2026-05-09,2027-05-09,Active
FD001178,C06585,731861,7.2,60,1036102.05,2026-04-16,2031-04-16,Active
FD001179,C07215,676610,6.5,12,720589.65,2026-07-30,2027-07-30,Active
FD001180,C02307,2065799,7.2,60,2924569.79,2025-07-14,2030-07-14,Matured
FD001181,C08664,891339,7.2,60,1261876.45,2026-04-18,2031-04-18,Active
FD001182,C05734,385109,7.0,36,471775.08,2026-02-07,2029-02-07,Matured
FD001183,C08573,1093066,7.4,120,2231974.35,2022-01-28,2032-01-28,Active
FD001184,C09916,1805591,6.8,24,2059500.43,2024-05-03,2026-05-03,Matured
FD001185,C05355,1272689,7.0,36,1559098.75,2026-04-08,2029-04-08,Active
FD001186,C01208,846561,6.5,12,901587.46,2026-04-29,2027-04-29,Matured
FD001187,C07956,2928626,6.8,24,3340461.1,2026-06-24,2028-06-24,Matured
FD001188,C07482,1459010,6.5,12,1553845.65,2019-04-27,2020-04-27,Active
FD001189,C03729,762975,7.2,60,1080150.41,2026-01-19,2031-01-19,Closed
FD001190,C00231,809738,6.5,12,862370.97,2022-11-16,2023-11-16,Active
FD001191,C06419,592432,7.0,36,725754.67,2022-02-05,2025-02-05,Active
FD001192,C03829,433922,7.3,84,710574.67,2026-06-26,2033-06-26,Closed
FD001193,C03561,237275,6.5,12,252697.88,2026-07-25,2027-07-25,Active
FD001194,C08043,2626017,6.8,24,2995298.01,2026-04-21,2028-04-21,Closed
FD001195,C09179,829474,6.5,12,883389.81,2022-01-09,2023-01-09,Active
FD001196,C04305,297005,6.8,24,338771.03,2022-11-14,2024-11-14,Closed
FD001197,C09333,199350,6.8,24,227383.39,2026-06-23,2028-06-23,Active
FD001198,C04799,301272,7.2,60,426513.42,2022-11-22,2027-11-22,Active
FD001199,C09940,1301394,6.8,24,1484401.23,2026-04-19,2028-04-19,Closed
FD001200,C00260,208102,6.5,12,221628.63,2019-11-21,2020-11-21,Active
FD001201,C08782,3482549,7.4,120,7111153.43,2025-11-28,2035-11-28,Closed
FD001202,C07924,1009596,6.5,12,1075219.74,2025-07-21,2026-07-21,Closed
FD001203,C04540,806471,7.2,60,1141728.08,2025-07-16,2030-07-16,Active
FD001204,C00957,1373371,7.4,120,2804340.13,2020-11-21,2030-11-21,Active
FD001205,C00125,171663,5.5,6,176320.55,2026-06-04,2026-12-04,Active
FD001206,C07726,757183,6.8,24,863661.1,2025-04-30,2027-04-30,Active
FD001207,C07255,234636,6.5,12,249887.34,2023-08-04,2024-08-04,Active
FD001208,C02825,950537,6.8,24,1084205.32,2024-04-15,2026-04-15,Closed
FD001209,C05743,3265491,5.5,6,3354090.07,2022-04-02,2022-10-02,Active
FD001210,C00240,3179801,7.4,120,6492960.42,2026-05-15,2036-05-15,Closed
FD001211,C04138,843612,7.2,60,1194308.92,2026-07-08,2031-07-08,Active
FD001212,C09808,84593,7.0,36,103630.06,2021-11-04,2024-11-04,Active
FD001213,C06870,1504426,7.2,60,2129829.1,2026-05-04,2031-05-04,Active
FD001214,C04968,480789,6.5,12,512040.28,2022-02-18,2023-02-18,Active
FD001215,C02249,750533,5.5,6,770896.41,2025-01-06,2025-07-06,Active
FD001216,C01059,659910,6.8,24,752709.18,2023-07-28,2025-07-28,Active
FD001217,C08250,2248308,6.5,12,2394448.02,2023-11-28,2024-11-28,Closed
FD001218,C06970,1172307,6.5,12,1248506.95,2025-08-17,2026-08-17,Closed
FD001219,C01629,803403,7.2,60,1137384.68,2026-06-25,2031-06-25,Active
FD001220,C07554,1000947,7.3,84,1639113.91,2023-12-13,2030-12-13,Active
FD001221,C06888,529027,6.5,12,563413.76,2026-06-02,2027-06-02,Closed
FD001222,C02640,492898,7.0,36,603821.24,2026-06-11,2029-06-11,Active
FD001223,C06105,404386,6.5,12,430671.09,2021-10-01,2022-10-01,Matured
FD001224,C03130,128356,6.5,12,136699.14,2020-07-29,2021-07-29,Active
FD001225,C01342,1171417,7.0,36,1435036.2,2026-03-31,2029-03-31,Active
FD001226,C05978,150580,7.0,36,184466.97,2021-03-13,2024-03-13,Matured
FD001227,C04513,91401,5.5,6,93880.89,2025-02-26,2025-08-26,Active
FD001228,C04628,515897,6.5,12,549430.3,2025-12-14,2026-12-14,Active
FD001229,C01124,1044881,7.0,36,1280024.15,2025-03-03,2028-03-03,Active
FD001230,C04568,1488101,7.0,36,1822987.71,2024-09-30,2027-09-30,Active
FD001231,C03844,1437611,6.5,12,1531055.71,2026-04-26,2027-04-26,Active
FD001232,C08871,1356101,7.0,36,1661282.04,2025-09-16,2028-09-16,Active
FD001233,C04288,270021,6.8,24,307992.43,2026-08-01,2028-08-01,Active
FD001234,C07785,2421516,6.5,12,2578914.54,2024-12-24,2025-12-24,Active
FD001235,C08915,883184,7.0,36,1081938.38,2026-01-14,2029-01-14,Matured
FD001236,C00576,1147116,7.4,120,2342341.17,2025-03-29,2035-03-29,Active
FD001237,C07533,909321,6.5,12,968426.86,2026-06-20,2027-06-20,Active
FD001238,C00497,1090931,7.3,84,1786468.39,2026-06-06,2033-06-06,Matured
FD001239,C09476,2066050,6.5,12,2200343.25,2024-05-12,2025-05-12,Active
FD001240,C08680,423304,7.3,84,693187.03,2026-06-28,2033-06-28,Matured
FD001241,C06511,2122422,6.5,12,2260379.43,2021-12-19,2022-12-19,Active
FD001242,C04113,4342495,5.5,6,4460315.27,2026-04-24,2026-10-24,Matured
FD001243,C08271,3844919,6.5,12,4094838.73,2025-06-12,2026-06-12,Active
FD001244,C03432,670803,6.5,12,714405.19,2024-08-13,2025-08-13,Active
FD001245,C07859,416376,7.2,60,589467.16,2019-12-01,2024-12-01,Closed
FD001246,C09634,805424,7.2,60,1140245.83,2022-12-19,2027-12-19,Active
FD001247,C00536,824415,6.5,12,878001.97,2022-03-08,2023-03-08,Closed
FD001248,C02455,146236,5.5,6,150203.66,2025-11-27,2026-05-27,Active
FD001249,C09723,765180,6.5,12,814916.7,2022-06-04,2023-06-04,Closed
FD001250,C00540,2300742,7.2,60,3257180.66,2026-05-04,2031-05-04,Active
FD001251,C00132,3468207,6.5,12,3693640.45,2026-04-18,2027-04-18,Active
FD001252,C01382,889385,7.4,120,1816070.12,2025-12-20,2035-12-20,Active
FD001253,C08501,3285616,7.0,36,4025020.88,2025-07-04,2028-07-04,Active
FD001254,C02786,1818905,7.0,36,2228236.84,2024-08-31,2027-08-31,Matured
FD001255,C02741,287096,6.5,12,305757.24,2026-02-16,2027-02-16,Matured
FD001256,C00282,718552,6.5,12,765257.88,2021-10-06,2022-10-06,Closed
FD001257,C01420,1062242,7.2,60,1503825.33,2020-09-02,2025-09-02,Matured
FD001258,C04704,430130,7.0,36,526927.75,2024-12-16,2027-12-16,Matured
FD001259,C06896,691055,5.5,6,709804.66,2025-03-30,2025-09-30,Matured
FD001260,C04780,1575213,7.4,120,3216489.23,2020-02-17,2030-02-17,Active
FD001261,C08496,1015107,6.8,24,1157855.41,2023-05-31,2025-05-31,Closed
FD001262,C02977,1898378,5.5,6,1949884.66,2026-04-11,2026-10-11,Active
FD001263,C00695,709004,5.5,6,728240.65,2024-10-25,2025-04-25,Closed
FD001264,C02664,1150622,7.2,60,1628945.67,2026-03-28,2031-03-28,Active
FD001265,C01614,4789666,6.5,12,5100994.29,2024-03-29,2025-03-29,Closed
FD001266,C07088,759467,6.8,24,866266.29,2025-07-20,2027-07-20,Matured
FD001267,C05614,2643082,5.5,6,2714793.91,2026-03-09,2026-09-09,Matured
FD001268,C00699,310651,6.8,24,354335.99,2025-12-23,2027-12-23,Matured
FD001269,C04364,3278579,6.5,12,3491686.63,2025-04-21,2026-04-21,Matured
FD001270,C02456,985394,7.4,120,2012114.67,2025-09-06,2035-09-06,Active
FD001271,C05964,1399304,7.3,84,2291448.65,2026-01-22,2033-01-22,Active
FD001272,C09211,1034170,7.2,60,1464083.55,2020-07-01,2025-07-01,Closed
FD001273,C03524,207003,7.2,60,293055.97,2025-10-02,2030-10-02,Active
FD001274,C06463,2825747,7.4,120,5770003.66,2026-06-15,2036-06-15,Active
FD001275,C01580,984098,6.8,24,1122485.8,2025-06-16,2027-06-16,Active
FD001276,C08723,542830,5.5,6,557558.03,2025-09-04,2026-03-04,Active
FD001277,C04682,4856965,6.8,24,5539970.85,2026-03-01,2028-03-01,Closed
FD001278,C00334,1925139,6.5,12,2050273.03,2020-12-28,2021-12-28,Closed
FD001279,C02690,3175758,7.0,36,3890440.11,2025-12-18,2028-12-18,Active
FD001280,C01723,1779473,5.5,6,1827753.54,2025-08-07,2026-02-07,Active
FD001281,C07746,916028,5.5,6,940881.61,2022-09-20,2023-03-20,Active
FD001282,C00092,2605152,7.2,60,3688136.57,2026-07-03,2031-07-03,Active
FD001283,C02340,1006737,7.4,120,2055695.78,2024-06-30,2034-06-30,Active
FD001284,C02036,163823,7.2,60,231925.66,2025-08-27,2030-08-27,Matured
FD001285,C04585,2834788,6.8,24,3233427.23,2025-02-26,2027-02-26,Active
FD001286,C03540,1042233,7.0,36,1276780.24,2021-12-30,2024-12-30,Active
FD001287,C08479,999029,6.5,12,1063965.89,2026-07-14,2027-07-14,Matured
FD001288,C09033,515037,5.5,6,529010.95,2021-07-06,2022-01-06,Active
FD001289,C01922,2499335,6.8,24,2850801.49,2025-07-27,2027-07-27,Active
FD001290,C07882,272973,5.5,6,280379.28,2025-07-15,2026-01-15,Active
FD001291,C06793,344543,7.2,60,487772.55,2026-01-07,2031-01-07,Matured
FD001292,C03939,3482708,6.5,12,3709084.02,2026-07-13,2027-07-13,Active
FD001293,C00514,1623228,6.5,12,1728737.82,2026-07-16,2027-07-16,Closed
FD001294,C03894,954247,6.8,24,1088437.03,2024-09-10,2026-09-10,Matured
FD001295,C03867,758698,6.5,12,808013.37,2022-12-06,2023-12-06,Active
FD001296,C07510,566818,7.2,60,802449.22,2026-07-19,2031-07-19,Active
FD001297,C04597,1107378,6.5,12,1179357.57,2022-04-15,2023-04-15,Active
FD001298,C07991,253724,6.8,24,289403.68,2025-08-09,2027-08-09,Active
FD001299,C03133,4958348,6.8,24,5655610.73,2024-11-17,2026-11-17,Active
FD001300,C02735,3913634,7.3,84,6408822.78,2022-07-18,2029-07-18,Matured
FD001301,C02447,414171,7.0,36,507377.28,2024-02-04,2027-02-04,Active
FD001302,C02946,1674896,7.0,36,2051819.62,2026-07-17,2029-07-17,Active
FD001303,C05573,724955,6.8,24,826901.07,2026-01-30,2028-01-30,Active
FD001304,C07805,1327152,7.3,84,2173295.19,2020-06-03,2027-06-03,Matured
FD001305,C08926,623772,6.5,12,664317.18,2025-11-23,2026-11-23,Active
FD001306,C05945,1283853,6.8,24,1464393.54,2024-08-06,2026-08-06,Active
FD001307,C04927,915589,7.0,36,1121635.9,2022-01-28,2025-01-28,Closed
FD001308,C02600,4347438,6.5,12,4630021.47,2025-07-24,2026-07-24,Matured
FD001309,C04538,2683274,7.0,36,3287126.03,2026-06-20,2029-06-20,Closed
FD001310,C09085,1376623,6.5,12,1466103.49,2021-03-29,2022-03-29,Active
FD001311,C00477,1548172,6.5,12,1648803.18,2023-03-02,2024-03-02,Active
FD001312,C00945,328232,7.4,120,670229.8,2026-04-25,2036-04-25,Matured
FD001313,C03236,1541601,6.8,24,1758387.1,2024-11-09,2026-11-09,Matured
FD001314,C00193,388041,7.0,36,475366.91,2023-05-23,2026-05-23,Matured
FD001315,C03440,639593,6.8,24,729535.13,2023-02-05,2025-02-05,Active
FD001316,C03161,3552058,7.0,36,4351423.79,2024-10-23,2027-10-23,Closed
FD001317,C06024,1169675,6.5,12,1245703.88,2026-01-14,2027-01-14,Matured
FD001318,C05673,76781,6.8,24,87578.25,2023-03-11,2025-03-11,Active
FD001319,C04738,1269088,5.5,6,1303520.81,2026-05-01,2026-11-01,Active
FD001320,C03435,1169788,7.2,60,1656079.15,2026-02-09,2031-02-09,Active
FD001321,C07125,651076,7.0,36,797596.1,2026-07-11,2029-07-11,Active
FD001322,C07834,310184,7.0,36,379988.74,2023-05-25,2026-05-25,Active
FD001323,C00674,2319840,5.5,6,2382781.73,2021-12-21,2022-06-21,Matured
FD001324,C07922,264916,7.0,36,324533.49,2024-03-31,2027-03-31,Matured
FD001325,C02932,1931626,7.0,36,2366324.91,2022-04-23,2025-04-23,Active
FD001326,C07739,1046547,6.8,24,1193716.63,2025-07-29,2027-07-29,Matured
FD001327,C08093,653221,7.0,36,800223.81,2026-06-23,2029-06-23,Active
FD001328,C01762,1650473,6.5,12,1757753.74,2023-06-03,2024-06-03,Closed
FD001329,C06028,2672731,7.4,120,5457554.29,2026-04-24,2036-04-24,Active
FD001330,C00050,2158402,6.5,12,2298698.13,2026-03-30,2027-03-30,Closed
FD001331,C05151,979172,7.2,60,1386222.4,2026-01-30,2031-01-30,Closed
FD001332,C01249,788857,7.0,36,966383.75,2021-05-16,2024-05-16,Active
FD001333,C00407,1196335,7.0,36,1465561.82,2025-05-19,2028-05-19,Active
FD001334,C08332,1570255,7.4,120,3206365.29,2026-02-05,2036-02-05,Active
FD001335,C03812,422089,7.4,120,861880.09,2026-03-11,2036-03-11,Active
FD001336,C03924,778949,7.0,36,954246.02,2026-01-15,2029-01-15,Active
FD001337,C09119,135216,6.8,24,154230.61,2025-10-14,2027-10-14,Active
FD001338,C01097,322769,6.5,12,343748.98,2024-09-22,2025-09-22,Matured
FD001339,C06090,61838,6.5,12,65857.47,2025-11-13,2026-11-13,Matured
FD001340,C09778,374651,5.5,6,384816.0,2026-05-17,2026-11-17,Closed
FD001341,C01452,675874,5.5,6,694211.77,2024-02-09,2024-08-09,Closed
FD001342,C04658,1313134,6.8,24,1497792.16,2021-11-09,2023-11-09,Active
FD001343,C01894,3053839,5.5,6,3136695.54,2025-10-14,2026-04-14,Matured
